#{"t_start": 1757611876.3384564, "env_id": "None"}
r,l,t
-120.0,5,23.146021
-95.0,5,23.150225
-120.0,5,23.157698
-120.0,5,23.162778
-120.0,5,23.168561
-120.0,5,23.173076
-120.0,5,23.179538
-120.0,5,23.184163
-120.0,5,23.18856
-120.0,5,23.192937
-120.0,5,23.199757
-95.0,5,23.204196
-120.0,5,23.210473
-120.0,5,23.215133
-120.0,5,23.221384
-120.0,5,23.225749
-120.0,5,23.229975
-120.0,5,23.234434
-120.0,5,23.241409
-120.0,5,23.246316
-120.0,5,23.251215
-120.0,5,23.256029
-120.0,5,23.26401
-120.0,5,23.268742
-120.0,5,23.272931
-120.0,5,23.277029
-120.0,5,23.283284
-120.0,5,23.287696
-120.0,5,23.292154
-120.0,5,23.296554
-120.0,5,23.30308
-120.0,5,23.307593
-120.0,5,23.313952
-120.0,5,23.318959
-120.0,5,23.325462
-120.0,5,23.329925
-120.0,5,23.334435
-120.0,5,23.338783
-120.0,5,23.346635
-120.0,5,23.3522
-120.0,5,23.357301
-120.0,5,23.361879
-120.0,5,23.370553
-120.0,5,23.375435
-120.0,5,23.379875
-120.0,5,23.384277
-120.0,5,23.390618
-120.0,5,23.39472
-120.0,5,23.399144
-120.0,5,23.403599
-120.0,5,23.410319
-120.0,5,23.414774
-120.0,5,23.420717
-120.0,5,23.425549
-120.0,5,23.4331
-120.0,5,23.438745
-120.0,5,23.443535
-120.0,5,23.448126
-120.0,5,23.454483
-120.0,5,23.458887
-120.0,5,23.463558
-120.0,5,23.468467
-120.0,5,23.478367
-120.0,5,23.484183
-120.0,5,23.489323
-120.0,5,23.493656
-120.0,5,23.500499
-120.0,5,23.505339
-120.0,5,23.509454
-120.0,5,23.51385
-120.0,5,23.520496
-120.0,5,23.524937
-120.0,5,23.531035
-120.0,5,23.535948
-120.0,5,23.543824
-120.0,5,23.548513
-120.0,5,23.553339
-120.0,5,23.558155
-120.0,5,23.564867
-120.0,5,23.56947
-120.0,5,23.573576
-120.0,5,23.578029
-120.0,5,23.58652
-120.0,5,23.590989
-120.0,5,23.595403
-120.0,5,23.599823
-120.0,5,23.60621
-120.0,5,23.610616
-120.0,5,23.615207
-120.0,5,23.61972
-120.0,5,23.629727
-120.0,5,23.63722
-120.0,5,23.64315
-120.0,5,23.648231
-120.0,5,23.655495
-120.0,5,23.660308
-120.0,5,23.664741
-120.0,5,23.669287
-120.0,5,23.675561
-120.0,5,23.679971
-120.0,5,23.68399
-120.0,5,23.68775
-120.0,5,23.69526
-120.0,5,23.700155
-120.0,5,23.704736
-120.0,5,23.709154
-95.0,5,23.715125
-120.0,5,23.719292
-120.0,5,23.723773
-120.0,5,23.728268
-120.0,5,23.735421
-120.0,5,23.740193
-120.0,5,23.746153
-120.0,5,23.75034
-120.0,5,23.756467
-120.0,5,23.760892
-120.0,5,23.765306
-120.0,5,23.770172
-120.0,5,23.776706
-120.0,5,23.782306
-120.0,5,23.787757
-120.0,5,23.792304
-120.0,5,23.800534
-120.0,5,23.805592
-120.0,5,23.809931
-120.0,5,23.814153
-120.0,5,23.820783
-120.0,5,23.825178
-120.0,5,23.829636
-120.0,5,23.834131
-120.0,5,23.840596
-120.0,5,23.845119
-120.0,5,23.851294
-120.0,5,23.856145
-120.0,5,23.862594
-120.0,5,23.86741
-120.0,5,23.872146
-120.0,5,23.87661
-120.0,5,23.883051
-120.0,5,23.887522
-120.0,5,23.892066
-120.0,5,23.896568
-120.0,5,23.904666
-120.0,5,23.909038
-120.0,5,23.91345
-120.0,5,23.917992
-120.0,5,23.924438
-120.0,5,23.929001
-120.0,5,23.933337
-120.0,5,23.937674
-120.0,5,23.944309
-120.0,5,23.949136
-120.0,5,23.955355
-120.0,5,23.960466
-95.0,5,23.966774
-120.0,5,23.971299
-120.0,5,23.975763
-120.0,5,23.980103
-120.0,5,23.986619
-120.0,5,23.991433
-120.0,5,23.996312
-120.0,5,24.000577
-120.0,5,24.008391
-120.0,5,24.01338
-120.0,5,24.017929
-120.0,5,24.022358
-120.0,5,24.028671
-120.0,5,24.032967
-120.0,5,24.037851
-120.0,5,24.041937
-120.0,5,24.048467
-120.0,5,24.0533
-120.0,5,24.059679
-120.0,5,24.065306
-120.0,5,24.072994
-120.0,5,24.077687
-120.0,5,24.082354
-120.0,5,24.086676
-120.0,5,24.093018
-120.0,5,24.097504
-120.0,5,24.102547
-120.0,5,24.106913
-120.0,5,24.114951
-120.0,5,24.11998
-120.0,5,24.124596
-120.0,5,24.131015
-120.0,5,24.139661
-120.0,5,24.144212
-95.0,5,24.14843
-120.0,5,24.15293
-120.0,5,24.159534
-120.0,5,24.164013
-120.0,5,24.171081
-120.0,5,24.17603
-95.0,5,24.182398
-120.0,5,24.186845
-120.0,5,24.191293
-120.0,5,24.195801
-120.0,5,24.202236
-120.0,5,24.206428
-120.0,5,24.210848
-120.0,5,24.215274
-120.0,5,24.222351
-120.0,5,24.228811
-120.0,5,24.234248
-120.0,5,24.238958
-120.0,5,24.245729
-120.0,5,24.250856
-120.0,5,24.255805
-120.0,5,24.260476
-120.0,5,24.268425
-120.0,5,24.273366
-120.0,5,24.279784
-120.0,5,24.285123
-95.0,5,24.291387
-120.0,5,24.29553
-120.0,5,24.299987
-120.0,5,24.304393
-120.0,5,24.31072
-120.0,5,24.315147
-120.0,5,24.319234
-120.0,5,24.323957
-120.0,5,24.335123
-120.0,5,24.341109
-120.0,5,24.346222
-120.0,5,24.350939
-120.0,5,24.357608
-120.0,5,24.361928
-120.0,5,24.366603
-120.0,5,24.371503
-95.0,5,24.378381
-120.0,5,24.383345
-120.0,5,24.390047
-120.0,5,24.39468
-120.0,5,24.401362
-120.0,5,24.405946
-120.0,5,24.410659
-120.0,5,24.414763
-120.0,5,24.42112
-120.0,5,24.425563
-120.0,5,24.430226
-120.0,5,24.435048
-120.0,5,24.442958
-120.0,5,24.447789
-95.0,5,24.452065
-95.0,5,24.45662
-95.0,5,24.4629
-95.0,5,24.467618
-95.0,5,24.472176
-70.0,5,24.476599
-95.0,5,24.483254
-95.0,5,24.487756
-70.0,5,24.493785
-70.0,5,24.498362
-70.0,5,24.505388
-70.0,5,24.509554
-95.0,5,24.513978
-95.0,5,24.517776
-95.0,5,24.524555
-70.0,5,24.52885
-70.0,5,24.534397
-95.0,5,24.539157
-70.0,5,24.547936
-70.0,5,24.55269
-70.0,5,24.557178
-70.0,5,24.561337
-70.0,5,24.567814
-70.0,5,24.572388
-70.0,5,24.576504
-70.0,5,24.581083
-70.0,5,24.587563
-70.0,5,24.592421
-70.0,5,24.599239
-70.0,5,24.604638
-70.0,5,24.611288
-70.0,5,24.615848
-70.0,5,24.620493
-70.0,5,24.624969
-70.0,5,24.631377
-70.0,5,24.635818
-70.0,5,24.640727
-70.0,5,24.645469
-70.0,5,24.654756
-70.0,5,24.659679
-70.0,5,24.664485
-70.0,5,24.669122
-70.0,5,24.67558
-70.0,5,24.680473
-70.0,5,24.684914
-70.0,5,24.689388
-70.0,5,24.696195
-70.0,5,24.701909
-70.0,5,24.707431
-70.0,5,24.712502
-70.0,5,24.719313
-70.0,5,24.72394
-70.0,5,24.728074
-70.0,5,24.732614
-70.0,5,24.740729
-70.0,5,24.745649
-70.0,5,24.750579
-70.0,5,24.754687
-70.0,5,24.763217
-70.0,5,24.768525
-70.0,5,24.773108
-70.0,5,24.777397
-95.0,5,24.783476
-70.0,5,24.787909
-70.0,5,24.792333
-70.0,5,24.796735
-95.0,5,24.803549
-70.0,5,24.80841
-70.0,5,24.814696
-70.0,5,24.819345
-70.0,5,24.825462
-70.0,5,24.829878
-70.0,5,24.834318
-70.0,5,24.838584
-70.0,5,24.844776
-70.0,5,24.849197
-70.0,5,24.853809
-70.0,5,24.858215
-70.0,5,24.86675
-70.0,5,24.872197
-70.0,5,24.876752
-70.0,5,24.880861
-70.0,5,24.887133
-70.0,5,24.891718
-70.0,5,24.896427
-95.0,5,24.900948
-70.0,5,24.907445
-70.0,5,24.912328
-70.0,5,24.920053
-70.0,5,24.925705
-70.0,5,24.936289
-70.0,5,24.941204
-70.0,5,24.945986
-95.0,5,24.950854
-70.0,5,24.959522
-70.0,5,24.964426
-95.0,5,24.969595
-70.0,5,24.974376
-70.0,5,24.984668
-70.0,5,24.99001
-70.0,5,24.994687
-70.0,5,24.998982
-70.0,5,25.005537
-70.0,5,25.010271
-70.0,5,25.015133
-70.0,5,25.020128
-70.0,5,25.027274
-120.0,5,25.031869
-95.0,5,25.038929
-70.0,5,25.044683
-95.0,5,25.052026
-70.0,5,25.056461
-70.0,5,25.061243
-70.0,5,25.065655
-95.0,5,25.071908
-70.0,5,25.075952
-70.0,5,25.080612
-70.0,5,25.085048
-95.0,5,25.0923
-70.0,5,25.097185
-95.0,5,25.101726
-70.0,5,25.106142
-70.0,5,25.113292
-70.0,5,25.118033
-95.0,5,25.122481
-95.0,5,25.126949
-70.0,5,25.133111
-95.0,5,25.138043
-95.0,5,25.14437
-70.0,5,25.148968
-70.0,5,25.155266
-95.0,5,25.159732
-95.0,5,25.164179
-95.0,5,25.168769
-70.0,5,25.175324
-95.0,5,25.179443
-95.0,5,25.184307
-120.0,5,25.188725
-70.0,5,25.19728
-70.0,5,25.201936
-95.0,5,25.206345
-70.0,5,25.210804
-70.0,5,25.217225
-70.0,5,25.221382
-95.0,5,25.226014
-70.0,5,25.230462
-70.0,5,25.237618
-70.0,5,25.242283
-95.0,5,25.24902
-70.0,5,25.254081
-70.0,5,25.260401
-70.0,5,25.264824
-70.0,5,25.269721
-70.0,5,25.274121
-70.0,5,25.281048
-95.0,5,25.287419
-70.0,5,25.292809
-70.0,5,25.297692
-70.0,5,25.306733
-95.0,5,25.311824
-95.0,5,25.317233
-95.0,5,25.322222
-70.0,5,25.329006
-95.0,5,25.333736
-70.0,5,25.337723
-95.0,5,25.342239
-70.0,5,25.348711
-70.0,5,25.353355
-95.0,5,25.359453
-70.0,5,25.364128
-70.0,5,25.370846
-95.0,5,25.375492
-95.0,5,25.379978
-70.0,5,25.384339
-70.0,5,25.390434
-95.0,5,25.394902
-70.0,5,25.399302
-95.0,5,25.403761
-70.0,5,25.411521
-95.0,5,25.41616
-95.0,5,25.420736
-70.0,5,25.42523
-95.0,5,25.431502
-70.0,5,25.435998
-70.0,5,25.440451
-70.0,5,25.444597
-70.0,5,25.451029
-95.0,5,25.455803
-70.0,5,25.462577
-70.0,5,25.468356
-70.0,5,25.475188
-70.0,5,25.479709
-70.0,5,25.484027
-70.0,5,25.48877
-95.0,5,25.495398
-70.0,5,25.500296
-70.0,5,25.506004
-70.0,5,25.510735
-70.0,5,25.520051
-70.0,5,25.526277
-70.0,5,25.531705
-70.0,5,25.540598
-70.0,5,25.548401
-70.0,5,25.555624
-70.0,5,25.563624
-70.0,5,25.570014
-70.0,5,25.578569
-70.0,5,25.5843
-70.0,5,25.591064
-70.0,5,25.596754
-70.0,5,25.604511
-70.0,5,25.609643
-70.0,5,25.614734
-70.0,5,25.620354
-70.0,5,25.627455
-70.0,5,25.632313
-70.0,5,25.637985
-70.0,5,25.642204
-70.0,5,25.649974
-70.0,5,25.654996
-70.0,5,25.659873
-70.0,5,25.664863
-70.0,5,25.67169
-70.0,5,25.676318
-95.0,5,25.680951
-70.0,5,25.685456
-70.0,5,25.693312
-95.0,5,25.699778
-95.0,5,25.708151
-70.0,5,25.713199
-70.0,5,25.719905
-70.0,5,25.72454
-70.0,5,25.728843
-70.0,5,25.733484
-70.0,5,25.740117
-70.0,5,25.74473
-70.0,5,25.749463
-70.0,5,25.75412
-70.0,5,25.762668
-70.0,5,25.767864
-70.0,5,25.772392
-70.0,5,25.777
-70.0,5,25.783607
-70.0,5,25.788636
-70.0,5,25.794088
-70.0,5,25.799332
-70.0,5,25.806241
-70.0,5,25.810974
-70.0,5,25.81729
-70.0,5,25.822031
-70.0,5,25.828287
-95.0,5,25.832613
-70.0,5,25.837211
-70.0,5,25.841675
-70.0,5,25.84823
-70.0,5,25.852802
-70.0,5,25.857593
-95.0,5,25.861835
-70.0,5,25.870773
-70.0,5,25.876114
-70.0,5,25.880837
-95.0,5,25.885328
-95.0,5,25.89199
-70.0,5,25.896668
-70.0,5,25.90178
-70.0,5,25.906623
-70.0,5,25.914079
-70.0,5,25.919389
-70.0,5,25.925431
-70.0,5,25.930402
-70.0,5,25.937391
-70.0,5,25.941923
-70.0,5,25.946446
-70.0,5,25.950695
-70.0,5,25.958663
-95.0,5,25.963217
-70.0,5,25.968219
-70.0,5,25.972565
-70.0,5,25.980655
-70.0,5,25.985355
-70.0,5,25.989518
-70.0,5,25.994018
-95.0,5,26.000547
-120.0,5,26.005244
-95.0,5,26.010433
-70.0,5,26.015079
-95.0,5,26.023763
-95.0,5,26.030242
-95.0,5,26.03634
-95.0,5,26.041359
-120.0,5,26.047991
-95.0,5,26.05563
-95.0,5,26.064453
-95.0,5,26.071008
-120.0,5,26.079778
-70.0,5,26.085445
-70.0,5,26.090698
-70.0,5,26.098723
-95.0,5,26.109794
-70.0,5,26.115382
-70.0,5,26.120888
-70.0,5,26.126625
-95.0,5,26.13361
-70.0,5,26.139732
-70.0,5,26.144685
-95.0,5,26.149446
-95.0,5,26.158415
-70.0,5,26.164699
-95.0,5,26.170779
-70.0,5,26.176368
-70.0,5,26.184807
-95.0,5,26.190693
-70.0,5,26.196099
-95.0,5,26.201267
-95.0,5,26.208291
-70.0,5,26.212926
-70.0,5,26.218242
-95.0,5,26.22305
-120.0,5,26.232187
-120.0,5,26.237187
-95.0,5,26.241909
-95.0,5,26.246526
-70.0,5,26.25248
-120.0,5,26.257281
-120.0,5,26.261803
-70.0,5,26.266317
-120.0,5,26.273077
-120.0,5,26.277562
-120.0,5,26.284228
-95.0,5,26.289261
-120.0,5,26.296037
-95.0,5,26.300241
-120.0,5,26.304779
-70.0,5,26.308993
-120.0,5,26.315447
-120.0,5,26.319665
-95.0,5,26.324407
-120.0,5,26.329054
-95.0,5,26.338429
-70.0,5,26.345098
-70.0,5,26.350093
-120.0,5,26.354879
-120.0,5,26.361073
-120.0,5,26.365274
-120.0,5,26.36985
-120.0,5,26.374375
-120.0,5,26.381305
-95.0,5,26.38635
-120.0,5,26.392369
-120.0,5,26.39705
-120.0,5,26.403609
-120.0,5,26.408148
-120.0,5,26.412662
-120.0,5,26.417253
-120.0,5,26.423608
-120.0,5,26.428279
-120.0,5,26.433579
-95.0,5,26.438189
-120.0,5,26.448806
-120.0,5,26.454212
-120.0,5,26.458847
-120.0,5,26.463427
-120.0,5,26.469974
-120.0,5,26.47464
-120.0,5,26.479232
-120.0,5,26.483846
-120.0,5,26.490514
-120.0,5,26.496262
-120.0,5,26.503379
-120.0,5,26.509143
-120.0,5,26.516377
-120.0,5,26.521282
-120.0,5,26.52569
-120.0,5,26.530219
-120.0,5,26.537052
-120.0,5,26.541742
-120.0,5,26.54651
-120.0,5,26.551132
-120.0,5,26.559656
-120.0,5,26.56438
-120.0,5,26.569315
-120.0,5,26.573925
-120.0,5,26.580373
-120.0,5,26.584652
-120.0,5,26.589175
-120.0,5,26.594026
-120.0,5,26.600458
-120.0,5,26.605144
-120.0,5,26.611349
-120.0,5,26.615705
-120.0,5,26.622785
-120.0,5,26.627563
-120.0,5,26.632208
-120.0,5,26.636803
-120.0,5,26.643016
-120.0,5,26.647763
-120.0,5,26.652786
-120.0,5,26.657413
-120.0,5,26.666233
-120.0,5,26.671042
-120.0,5,26.675579
-120.0,5,26.680116
-120.0,5,26.688223
-120.0,5,26.69301
-120.0,5,26.69786
-120.0,5,26.702549
-95.0,5,26.709739
-120.0,5,26.71516
-120.0,5,26.72152
-120.0,5,26.726227
-120.0,5,26.733387
-120.0,5,26.738016
-120.0,5,26.742581
-120.0,5,26.746914
-120.0,5,26.753443
-120.0,5,26.758123
-120.0,5,26.763919
-120.0,5,26.769029
-120.0,5,26.777827
-120.0,5,26.782731
-120.0,5,26.78744
-120.0,5,26.79175
-120.0,5,26.798573
-120.0,5,26.803464
-120.0,5,26.808104
-120.0,5,26.813601
-120.0,5,26.821474
-120.0,5,26.826408
-120.0,5,26.832693
-120.0,5,26.838175
-120.0,5,26.848237
-120.0,5,26.854693
-120.0,5,26.86041
-120.0,5,26.865049
-120.0,5,26.872253
-120.0,5,26.876705
-120.0,5,26.881562
-120.0,5,26.885952
-120.0,5,26.894629
-120.0,5,26.899245
-120.0,5,26.904274
-120.0,5,26.909238
-120.0,5,26.916975
-120.0,5,26.921732
-120.0,5,26.926423
-120.0,5,26.930639
-120.0,5,26.937476
-120.0,5,26.94221
-120.0,5,26.949327
-120.0,5,26.954804
-120.0,5,26.961714
-120.0,5,26.966394
-120.0,5,26.971107
-120.0,5,26.976853
-120.0,5,26.98512
-120.0,5,26.990069
-120.0,5,26.994995
-120.0,5,26.999666
-120.0,5,27.00772
-120.0,5,27.013108
-120.0,5,27.017677
-120.0,5,27.022522
-120.0,5,27.029413
-120.0,5,27.034197
-120.0,5,27.038571
-120.0,5,27.043103
-120.0,5,27.049716
-120.0,5,27.054318
-120.0,5,27.060538
-120.0,5,27.065163
-120.0,5,27.07188
-95.0,5,27.076096
-120.0,5,27.080775
-120.0,5,27.08549
-120.0,5,27.092196
-120.0,5,27.096719
-120.0,5,27.102416
-120.0,5,27.107193
-120.0,5,27.115927
-120.0,5,27.120979
-120.0,5,27.125519
-120.0,5,27.130436
-120.0,5,27.137418
-120.0,5,27.14209
-120.0,5,27.14763
-120.0,5,27.152466
-120.0,5,27.159238
-120.0,5,27.163627
-120.0,5,27.170468
-120.0,5,27.175157
-120.0,5,27.181738
-120.0,5,27.186394
-120.0,5,27.190957
-120.0,5,27.19518
-120.0,5,27.203056
-120.0,5,27.207781
-120.0,5,27.212576
-120.0,5,27.217115
-120.0,5,27.225687
-120.0,5,27.230839
-120.0,5,27.235806
-120.0,5,27.240935
-95.0,5,27.247485
-120.0,5,27.252213
-120.0,5,27.256883
-95.0,5,27.261125
-120.0,5,27.268149
-95.0,5,27.272634
-120.0,5,27.279657
-120.0,5,27.285225
-120.0,5,27.291673
-120.0,5,27.296204
-120.0,5,27.301986
-120.0,5,27.307294
-120.0,5,27.314185
-120.0,5,27.318737
-120.0,5,27.323631
-120.0,5,27.327843
-120.0,5,27.337056
-120.0,5,27.342478
-120.0,5,27.349193
-120.0,5,27.356011
-120.0,5,27.363469
-120.0,5,27.368653
-95.0,5,27.373025
-120.0,5,27.377716
-120.0,5,27.384563
-120.0,5,27.389226
-120.0,5,27.395659
-120.0,5,27.400036
-120.0,5,27.407536
-120.0,5,27.412182
-120.0,5,27.417076
-95.0,5,27.421505
-120.0,5,27.427913
-120.0,5,27.432394
-120.0,5,27.437465
-95.0,5,27.44201
-120.0,5,27.450775
-120.0,5,27.455544
-95.0,5,27.460005
-120.0,5,27.464229
-95.0,5,27.470982
-95.0,5,27.475486
-95.0,5,27.480005
-95.0,5,27.484573
-120.0,5,27.491185
-120.0,5,27.495554
-70.0,5,27.502039
-70.0,5,27.507095
-95.0,5,27.513932
-95.0,5,27.518561
-120.0,5,27.523077
-95.0,5,27.527536
-120.0,5,27.533902
-70.0,5,27.538549
-120.0,5,27.543391
-95.0,5,27.548249
-120.0,5,27.555613
-120.0,5,27.56159
-120.0,5,27.566085
-120.0,5,27.570775
-120.0,5,27.577178
-120.0,5,27.58165
-120.0,5,27.586211
-120.0,5,27.590708
-120.0,5,27.597488
-120.0,5,27.602207
-120.0,5,27.608085
-120.0,5,27.613032
-95.0,5,27.61919
-95.0,5,27.623748
-120.0,5,27.628214
-120.0,5,27.632441
-120.0,5,27.639174
-95.0,5,27.643699
-120.0,5,27.648827
-70.0,5,27.653287
-70.0,5,27.662082
-95.0,5,27.666788
-70.0,5,27.671421
-95.0,5,27.675663
-70.0,5,27.682081
-95.0,5,27.686552
-70.0,5,27.691057
-70.0,5,27.6952
-70.0,5,27.701578
-70.0,5,27.70874
-70.0,5,27.716452
-70.0,5,27.722363
-95.0,5,27.729104
-70.0,5,27.733987
-70.0,5,27.739579
-70.0,5,27.744611
-70.0,5,27.751602
-70.0,5,27.756185
-70.0,5,27.761008
-70.0,5,27.76546
-70.0,5,27.772928
-70.0,5,27.778104
-70.0,5,27.782611
-70.0,5,27.787216
-70.0,5,27.793594
-70.0,5,27.797997
-70.0,5,27.802446
-95.0,5,27.80684
-70.0,5,27.813694
-70.0,5,27.818667
-95.0,5,27.824409
-70.0,5,27.829563
-70.0,5,27.836087
-70.0,5,27.840282
-70.0,5,27.844674
-70.0,5,27.849072
-70.0,5,27.855545
-70.0,5,27.860059
-70.0,5,27.86499
-95.0,5,27.869639
-120.0,5,27.877672
-70.0,5,27.882284
-95.0,5,27.886998
-70.0,5,27.891474
-95.0,5,27.898186
-70.0,5,27.902806
-95.0,5,27.907496
-95.0,5,27.912048
-95.0,5,27.918597
-70.0,5,27.922487
-70.0,5,27.928785
-70.0,5,27.933748
-70.0,5,27.940183
-95.0,5,27.944811
-70.0,5,27.953202
-70.0,5,27.959912
-95.0,5,27.970681
-95.0,5,27.975847
-70.0,5,27.980701
-70.0,5,27.985322
-70.0,5,27.993973
-70.0,5,27.998736
-70.0,5,28.003525
-70.0,5,28.008265
-70.0,5,28.015286
-70.0,5,28.020196
-70.0,5,28.024803
-95.0,5,28.029623
-70.0,5,28.038594
-70.0,5,28.04538
-70.0,5,28.050615
-95.0,5,28.054946
-70.0,5,28.062406
-70.0,5,28.067492
-70.0,5,28.072559
-70.0,5,28.07718
-70.0,5,28.083637
-70.0,5,28.087793
-70.0,5,28.092491
-70.0,5,28.096008
-70.0,5,28.104314
-70.0,5,28.10931
-70.0,5,28.113722
-70.0,5,28.118394
-70.0,5,28.125027
-70.0,5,28.129608
-95.0,5,28.134025
-70.0,5,28.138448
-70.0,5,28.145266
-70.0,5,28.150319
-70.0,5,28.155556
-70.0,5,28.161539
-70.0,5,28.168046
-70.0,5,28.172164
-70.0,5,28.176559
-70.0,5,28.181032
-70.0,5,28.187668
-70.0,5,28.192351
-70.0,5,28.197356
-70.0,5,28.201876
-70.0,5,28.209974
-70.0,5,28.214166
-70.0,5,28.218892
-70.0,5,28.223438
-70.0,5,28.229435
-70.0,5,28.23385
-70.0,5,28.238421
-70.0,5,28.243052
-70.0,5,28.249599
-70.0,5,28.254206
-70.0,5,28.26076
-70.0,5,28.265619
-70.0,5,28.272592
-70.0,5,28.276922
-70.0,5,28.281513
-70.0,5,28.286008
-70.0,5,28.292155
-70.0,5,28.296619
-70.0,5,28.301257
-70.0,5,28.305739
-70.0,5,28.31469
-95.0,5,28.319668
-70.0,5,28.324481
-70.0,5,28.329008
-70.0,5,28.335886
-70.0,5,28.340647
-70.0,5,28.344898
-70.0,5,28.349734
-70.0,5,28.358448
-95.0,5,28.366237
-70.0,5,28.374596
-70.0,5,28.379878
-70.0,5,28.387383
-70.0,5,28.392198
-70.0,5,28.396834
-70.0,5,28.401655
-70.0,5,28.408369
-70.0,5,28.412873
-95.0,5,28.417545
-70.0,5,28.421755
-70.0,5,28.430133
-70.0,5,28.435176
-70.0,5,28.440058
-70.0,5,28.44454
-70.0,5,28.451093
-70.0,5,28.455572
-70.0,5,28.46157
-120.0,5,28.465948
-70.0,5,28.473288
-70.0,5,28.47893
-95.0,5,28.48474
-70.0,5,28.489379
-70.0,5,28.495791
-70.0,5,28.500578
-70.0,5,28.505029
-70.0,5,28.509544
-70.0,5,28.515592
-70.0,5,28.519728
-70.0,5,28.524631
-95.0,5,28.528823
-70.0,5,28.538043
-70.0,5,28.542886
-70.0,5,28.54734
-70.0,5,28.552046
-70.0,5,28.558484
-70.0,5,28.562897
-70.0,5,28.567351
-70.0,5,28.571997
-70.0,5,28.578562
-70.0,5,28.583268
-70.0,5,28.588659
-70.0,5,28.594492
-95.0,5,28.601177
-70.0,5,28.605647
-70.0,5,28.610221
-70.0,5,28.615453
-70.0,5,28.622634
-70.0,5,28.627197
-70.0,5,28.632047
-70.0,5,28.636927
-95.0,5,28.645067
-70.0,5,28.649984
-70.0,5,28.65463
-70.0,5,28.659113
-70.0,5,28.665918
-70.0,5,28.671007
-70.0,5,28.675696
-70.0,5,28.680232
-70.0,5,28.686796
-95.0,5,28.691385
-70.0,5,28.698124
-70.0,5,28.702974
-95.0,5,28.709055
-95.0,5,28.713751
-70.0,5,28.71781
-70.0,5,28.722161
-95.0,5,28.729688
-70.0,5,28.73467
-95.0,5,28.739573
-95.0,5,28.743768
-95.0,5,28.754062
-95.0,5,28.760513
-70.0,5,28.765716
-95.0,5,28.772394
-95.0,5,28.779303
-95.0,5,28.784089
-120.0,5,28.788895
-95.0,5,28.793394
-120.0,5,28.799843
-120.0,5,28.804116
-120.0,5,28.81086
-120.0,5,28.81519
-120.0,5,28.821984
-120.0,5,28.826602
-120.0,5,28.830803
-120.0,5,28.835389
-120.0,5,28.841841
-95.0,5,28.845646
-120.0,5,28.850634
-120.0,5,28.855202
-120.0,5,28.866098
-120.0,5,28.871683
-120.0,5,28.876589
-95.0,5,28.880752
-120.0,5,28.887186
-120.0,5,28.891279
-120.0,5,28.895704
-120.0,5,28.899865
-120.0,5,28.90659
-120.0,5,28.911491
-120.0,5,28.919152
-120.0,5,28.924635
-120.0,5,28.931355
-120.0,5,28.936126
-120.0,5,28.940313
-120.0,5,28.945323
-120.0,5,28.951397
-120.0,5,28.955784
-120.0,5,28.960686
-120.0,5,28.965237
-120.0,5,28.973527
-120.0,5,28.978968
-120.0,5,28.983618
-120.0,5,28.988086
-120.0,5,28.994427
-120.0,5,28.998827
-120.0,5,29.00345
-120.0,5,29.00813
-120.0,5,29.014445
-120.0,5,29.018586
-70.0,5,29.024732
-120.0,5,29.029874
-95.0,5,29.036137
-95.0,5,29.040622
-120.0,5,29.045406
-120.0,5,29.049876
-120.0,5,29.056396
-120.0,5,29.061111
-120.0,5,29.06602
-95.0,5,29.070508
-95.0,5,29.079015
-95.0,5,29.084444
-95.0,5,29.088986
-95.0,5,29.094529
-95.0,5,29.102318
-95.0,5,29.106588
-95.0,5,29.110836
-120.0,5,29.115283
-70.0,5,29.122161
-95.0,5,29.127205
-95.0,5,29.134851
-70.0,5,29.13991
-70.0,5,29.145985
-70.0,5,29.150452
-70.0,5,29.154992
-95.0,5,29.159501
-120.0,5,29.166126
-95.0,5,29.170735
-95.0,5,29.175725
-95.0,5,29.180328
-95.0,5,29.189591
-70.0,5,29.194835
-70.0,5,29.19958
-120.0,5,29.204744
-70.0,5,29.212644
-70.0,5,29.21862
-120.0,5,29.224143
-70.0,5,29.228893
-70.0,5,29.236432
-70.0,5,29.242903
-70.0,5,29.247729
-70.0,5,29.25308
-95.0,5,29.262137
-95.0,5,29.267477
-70.0,5,29.273415
-70.0,5,29.278398
-70.0,5,29.285677
-70.0,5,29.290283
-70.0,5,29.295147
-70.0,5,29.29964
-70.0,5,29.308111
-70.0,5,29.312967
-70.0,5,29.317651
-70.0,5,29.322068
-70.0,5,29.328494
-70.0,5,29.332953
-70.0,5,29.337231
-70.0,5,29.341484
-70.0,5,29.348279
-70.0,5,29.353389
-70.0,5,29.359973
-70.0,5,29.364615
-70.0,5,29.371254
-70.0,5,29.375744
